Date,Property ID,Property,Ad Space ID,Ad Space Name,Placement ID,Placement Name,Delivery Method,Display Format,Requests,Filled Requests,Fill Rate,Impressions,Impression Rate,2-second Continuous Video Views,2-second Continuous Video View Rate,10-second Video Views,10-second Video View Rate,Clicks,CTR,Average CPM,Revenue
2019-09-16,"=""676348746046261""","=""vokrug.tv""","=""183425215856701""",First Desktop Web Ad Space,"=""183425229190033""",First Desktop Web In-stream Video Placement,standard,instream_video,3457,978,0.28290425224183,800,0.81799591002045,800,1,481,0.60125,11,0.01375,1.8689302075,1.495144166
2019-09-16,"=""789285774603144""","=""gazeta.ru""","=""1956898614526961""",Gazeta.ru_instream,"=""1956898687860287""",Gazeta_instream_new,standard,instream_video,180100,47850,0.26568573014992,15194,0.31753396029258,15194,1,5818,0.38291430827958,236,0.01553244701856,1.0535042641832,16.00694379
2019-09-16,"=""860498464121379""","=""rambler.ru""","=""847805922039838""",Rambler.ru_instream,"=""936889249798171""",Rambler.ru,standard,instream_video,718335,177541,0.24715627109914,81945,0.46155535904383,81945,1,36986,0.45135151626091,1490,0.018182927573372,1.5807237427543,129.5324071
2019-09-16,"=""1824311337861930""","=""tnt-online.ru""","=""2334257023467438""",Tnt-online.ru_instream,"=""2334257326800741""",tnt-online.ru_instream,standard,instream_video,53571,16454,0.30714379048366,14431,0.87705117296706,14431,1,11490,0.7962026193611,50,0.003464763356663,5.6035075795163,80.86421788
2019-09-16,"=""2029886443925692""","=""rutube.ru""","=""1448859808542845""",Rutube,"=""1448860211876138""",Rutube.ru,standard,instream_video,915963,304081,0.33197956686023,150396,0.49459190149993,150396,1,116567,0.77506715604138,641,0.004262081438336,4.2948881780832,645.934002431
2019-09-16,"=""2029886443925692""","=""rutube.ru""","=""2013158515446302""",Rutube_iOS_app,"=""2013159032112917""",Rutube iOS_app,standard,instream_video,5998,3506,0.58452817605869,3122,0.8904734740445,3122,1,2441,0.78187059577194,28,0.008968609865471,5.7203988033312,17.859085064
2019-09-15,"=""130940864343573""","=""showjet.ru""","=""784350111766188""",Showjet,"=""784350188432847""",Showjet,standard,instream_video,161498,12970,0.080310592081636,8636,0.66584425597533,8636,1,6638,0.76864289022696,15,0.001736915238536,5.0789505847615,43.86181725
2019-09-15,"=""151381672148111""","=""gamak.tv""","=""500564580322325""",Gamak.tv,"=""500564633655653""",Gamak.tv,standard,instream_video,5710,2169,0.37985989492119,1803,0.83125864453665,1803,1,1045,0.579589572934,2,0.001109262340544,6.1912201286744,11.162769892
2019-09-15,"=""154850758460936""","=""my.mail.ru""","=""1481911218552416""",news.mail.ru,"=""1481911508552387""",Mail.ru_pre-rolls,standard,instream_video,32197,12849,0.39907444792993,5349,0.41629698809246,5349,1,2626,0.49093288465134,87,0.016264722378015,4.0343337464947,21.57965121
2019-09-15,"=""154850758460936""","=""my.mail.ru""","=""1538370962906441""",News.mail.ru,"=""1538371399573064""",News.mail.ru_pre-roll,standard,instream_video,18765,3179,0.16941113775646,2167,0.68166089965398,2167,1,1294,0.59713890170743,61,0.02814951545916,3.8458390263036,8.33393317
