Dimension.AD_EXCHANGE_DFP_AD_UNIT,Dimension.AD_EXCHANGE_SITE_NAME,Dimension.AD_EXCHANGE_DATE,Dimension.AD_EXCHANGE_INVENTORY_SIZE,Column.AD_EXCHANGE_AD_REQUESTS,Column.AD_EXCHANGE_CLICKS,Column.AD_EXCHANGE_ESTIMATED_REVENUE,Column.AD_EXCHANGE_IMPRESSIONS,Column.AD_EXCHANGE_AD_ECPM,Column.AD_EXCHANGE_CTR
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x686,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x700,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x708,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x716,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x718,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x722,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x724,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x726,2,0,6190,1,6189623,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x732,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,384x782,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,390x639,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,390x664,6,0,2777,1,2776810,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x571,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x650,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x661,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x672,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x680,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x682,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x685,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x698,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x699,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x712,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x713,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x719,4,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x720,12,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x722,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x727,1,0,24197,1,24196891,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x728,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x730,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x732,1,0,23994,1,23993690,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x733,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x736,12,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x737,6,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x745,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,393x752,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x604,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x612,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x644,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x652,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x678,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x682,9,0,10988,1,10988041,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x684,4,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x694,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x695,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x716,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x717,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x718,16,0,2042,1,2042408,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x722,5,0,3400,1,3400013,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x724,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x726,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x730,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x734,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x735,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x736,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x737,6,0,9715,1,9715236,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x738,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x741,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x743,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x745,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x748,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x751,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x756,12,0,104,1,104000,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x757,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x758,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x764,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x769,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x772,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x773,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x775,2,0,22954,1,22954486,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x776,12,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x777,7,0,113874,2,56937014,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x780,3,0,9676,2,4838018,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x781,1,0,14206,1,14206453,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x782,6,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x783,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x785,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x787,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x790,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x793,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x805,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x807,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x811,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x813,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,412x840,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x592,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x617,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x622,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x690,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x699,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x706,2,0,52803,1,52802598,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x710,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x715,8,0,4133,1,4132815,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x719,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,414x720,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,418x848,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,424x565,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,424x681,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,424x752,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,424x861,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,428x737,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,542x786,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,600x806,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,600x872,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,602x826,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,602x838,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,640x903,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,668x280,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,684x823,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,686x975,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,692x280,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,768x856,1,0,3470,1,3469613,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,768x904,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,768x936,3,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,768x954,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,800x1112,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,800x1144,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,800x1160,2,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,800x1192,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,879x404,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,911x565,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,960x479,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,960x480,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,962x478,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,971x576,82,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,971x620,7,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,980x1364,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,980x1398,1,0,0,0,0,0.0000
112081842 » wassertemperatur.site_interstitial_1,wassertemperatur.site,2021-09-07,980x501,1,0,0,0,0,0.0000
112081842 » webiss.net_fluid_1,webiss.net,2021-09-07,728x90,41968,609,15145348,14439,1048919,0.0410
112081842 » webiss.net_fluid_3,webiss.net,2021-09-07,300x250,41880,682,18508063,16345,1132338,0.0404
112081842 » whitehatseo.buzz_300x250,whitehatseo.buzz,2021-09-07,300x250,133844,147,28845590,71204,405112,0.0020
112081842 » wmj_inStream,vp.rambler.ru,2021-09-07,Video/Overlay,98,0,1526,4,381601,0.0000
112081842 » wmj_inStream,www-wmj-ru.cdn.ampproject.org,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842 » wmj_inStream,www.wmj.ru,2021-09-07,Video/Overlay,767,1,2486,12,207134,0.0278
112081842 » wmj_inStream,yandex.by,2021-09-07,Video/Overlay,4,0,0,0,0,0.0000
112081842 » wmj_inStream,yandex.ru,2021-09-07,Video/Overlay,208,0,0,0,0,0.0000
112081842 » womenafrica.com_fluidx90,womenafrica.com,2021-09-07,360x90,2,1,5968,2,2984011,0.5000
112081842 » womenafrica.com_fluidx90,womenafrica.com,2021-09-07,375x90,4,0,593,1,592802,0.0000
112081842 » womenafrica.com_fluidx90,womenafrica.com,2021-09-07,414x90,1,0,0,0,0,0.0000
112081842 » womenafrica.com_fluidx90,womenafrica.com,2021-09-07,420x90,1,0,424,1,424002,0.0000
112081842 » wordscounter.net_300x250_1,wordscounter.net,2021-09-07,300x250,2373,12,2263516,1599,1415582,0.0069
112081842 » wordscounter.net_300x250_2,wordscounter.net,2021-09-07,300x250,17,0,74181,13,5706237,0.0000
112081842 » wordscounter.net_300x250_sticky_vb,wordscounter.net,2021-09-07,300x250,38,0,7742,17,455390,0.0000
112081842 » wordscounter.net_300x250_sticky_vb_vast,crackstreams.kim,2021-09-07,Video/Overlay,4,0,0,0,0,0.0000
112081842 » wordscounter.net_300x250_sticky_vb_vast,rojadirectaonlinecalcio.com,2021-09-07,Video/Overlay,25,0,302,4,75400,0.0000
112081842 » wz.lviv.ua_300x250_vb,wz.lviv.ua,2021-09-07,300x250,3214,0,0,0,0,0.0000
112081842 » wz.lviv.ua_300x250_vb_vast,(unknown),2021-09-07,Video/Overlay,3,0,0,0,0,0.0000
112081842 » wz.lviv.ua_300x250_vb_vast,www.wz.lviv.ua,2021-09-07,Video/Overlay,53,0,0,0,0,0.0000
112081842 » wz.lviv.ua_300x250_vb_vast,wz.lviv.ua,2021-09-07,Video/Overlay,587,0,0,0,0,0.0000
112081842 » xsport.ua_260x147_vast_mobile,xsport.ua,2021-09-07,Video/Overlay,5746,0,0,0,0,0.0000
112081842 » xsport.ua_300x100_1,partner.googleadservices.com,2021-09-07,300x100,8,0,0,0,0,0.0000
112081842 » xsport.ua_fluid,xsport.ua,2021-09-07,845x100,2,0,0,0,0,0.0000
112081842 » xsport.ua_fluid,xsport.ua,2021-09-07,916x100,4,0,62,2,31200,0.0000
112081842 » xsport.ua_inStream_desktop,xsport.ua,2021-09-07,Video/Overlay,1783,37,241178,807,298857,0.0286
112081842 » xsport.ua_inStream_mob,uhl.ua,2021-09-07,Video/Overlay,1,0,0,0,0,0.0000
112081842 » xsport.ua_inStream_mob,xsport.ua,2021-09-07,Video/Overlay,1082,0,1165,16,72800,0.0000
112081842 » yen.com.gh_1000x90_new,www.yen.com.gh,2021-09-07,1000x90,27,0,586,18,32578,0.0000
112081842 » yen.com.gh_160x600_passback,yen.com.gh,2021-09-07,160x600,25,0,1317,14,94057,0.0000
112081842 » yen.com.gh_300x250_new_passback,yen.com.gh,2021-09-07,300x250,1077,1,32336,424,76264,0.0022
112081842 » yen.com.gh_300x600_passback,yen.com.gh,2021-09-07,300x600,30,0,2150,18,119467,0.0000
112081842 » yen.com.gh_320x100_new_passback,yen.com.gh,2021-09-07,320x100,1326,0,11494,384,29933,0.0000
112081842 » yen.com.gh_320x50_new_passback,yen.com.gh,2021-09-07,320x50,1318,1,6725,186,36155,0.0052
112081842 » yen.com.gh_728x90_new_passback,yen.com.gh,2021-09-07,728x90,873,1,24371,391,62331,0.0025
112081842 » yen.com.gh_970x90_passback,yen.com.gh,2021-09-07,970x90,22,0,949,14,67772,0.0000
112081842 » zarlit.com_300x600,zarlit.com,2021-09-07,300x600,1,0,0,0,0,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1007x250,1,0,2438,1,2438409,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1012x250,1,0,2630,1,2630410,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1024x250,44,2,109060,42,2596676,0.0465
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1049x250,1,0,1602,1,1601606,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1077x250,2,0,8195,2,4097615,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1080x250,8,0,13357,8,1669606,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1082x250,1,0,1697,1,1696806,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1105x250,1,0,2482,1,2482409,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1112x250,5,0,9986,4,2496409,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1124x250,1,0,1270,1,1269605,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1135x250,4,0,5794,4,1448605,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1180x250,1,0,4531,1,4531217,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1192x250,1,0,702,1,701603,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1194x250,4,0,8480,4,2120008,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1243x250,1,1,475,1,475202,1.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1252x250,1,0,2426,1,2426409,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1263x250,21,0,56937,21,2711286,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1266x250,1,0,2571,1,2571210,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1268x250,1,0,2573,1,2572810,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1275x250,1,0,5681,1,5680821,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1280x250,13,0,26157,12,2179742,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1301x250,1,0,3257,1,3256812,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1315x250,1,0,0,0,0,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1327x250,6,0,5758,6,959604,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1334x250,1,0,637,1,636802,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1349x250,6,0,12626,6,2104408,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1351x250,1,0,1130,1,1129604,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1366x250,8,0,14101,7,2014408,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1397x250,1,0,0,0,0,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1402x250,1,0,2218,1,2217608,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1421x250,1,0,2280,1,2280009,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1423x250,1,0,1090,1,1089604,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1425x250,5,0,8121,5,1624166,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1428x250,1,0,1631,1,1631206,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1438x250,1,0,2748,1,2748010,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1440x250,9,0,26996,8,3374513,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1441x250,1,0,758,1,757603,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1471x250,2,0,2764,2,1382005,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1476x250,1,0,4940,1,4940019,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1484x250,1,0,5462,1,5461620,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1519x250,21,1,23606,20,1180324,0.0500
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1535x250,1,0,1158,1,1158404,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1583x250,9,0,19148,9,2127564,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1730x250,1,0,462,1,462402,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1797x250,1,0,988,1,988004,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1825x250,1,0,570,1,569602,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1887x250,4,0,2903,4,725803,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1903x250,58,0,54938,51,1077212,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1905x250,2,0,865,2,432402,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,1924x250,1,0,1200,1,1200005,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,2543x250,4,0,1946,4,486602,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,320x250,66,0,123531,61,2025096,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,326x250,2,0,9952,2,4976019,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,339x250,5,0,10769,5,2153768,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,3423x250,8,0,702,1,701603,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,3428x250,1,0,10,1,9600,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,360x250,490,2,628523,466,1348762,0.0042
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,375x250,381,0,422913,339,1247530,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,378x250,1,0,825,1,824803,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,379x250,1,0,1659,1,1659206,0.0000
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,384x250,56,1,74553,47,1586236,0.0182
112081842 » zeetemperatuur.site_fluidx250_sticky,zeetemperatuur.site,2021-09-07,390x250,100,0,111081,93,1194422,0.0000
